transaction_id,sender_account,receiver_account,beneficiary_id,device_id,transaction_type,transaction_direction,transaction_channel,amount,balance_before,balance_after,transaction_status,remarks,merchant_category,latitude,longitude,location_radius_km,transaction_hour,is_new_beneficiary,is_night_transaction,transaction_velocity,otp_attempts,failed_auth_attempts,risk_score,risk_level,ml_prediction,transaction_time
1847,663745835641,807941686845,1397,610,Bill Payment,Credit,Mobile App,40996.5,209942.09,250938.59,Failed,"Ravi, Sama and Tiwari",Food,19.076,72.8777,104.97,14,0,0,40.0,0,1,0.91,High,High,2026-03-14 14:41:48
1848,906357595863,125290631408,2329,852,IMPS,Credit,Mobile App,38975.97,496376.26,535352.23,Failed,Choudhury-Kala,Healthcare,28.7041,77.1025,567.5,20,1,0,38.13,1,1,0.27,Low,Low,2025-07-28 20:42:50
1849,688271662709,198581371607,2436,1982,ATM,Credit,USSD,77950.01,434002.11,511952.12,Success,Bora-Madan,Gaming,19.076,72.8777,142.95,7,1,0,25.82,2,2,0.05,Low,Low,2026-01-06 07:04:18
1850,188987763744,822979202536,964,277,POS Purchase,Credit,ATM,83072.85,53920.1,136992.95,Failed,"Sachdeva, Suri and Parekh",Investment,17.385,78.4867,345.67,14,1,0,36.4,3,1,0.31,Low,Low,2025-08-10 14:32:10
1851,947322687954,159640874429,716,782,POS Purchase,Debit,USSD,147456.14,180146.73,32690.590000000000,Success,Wali and Sons,Utilities,12.9716,77.5946,111.68,17,1,0,13.05,0,2,0.17,Low,Low,2026-01-16 17:22:40
1852,366932117406,501925406495,1995,1352,ATM,Debit,ATM,148089.24,9007.96,-139081.28,Failed,Viswanathan-Dhawan,Gaming,22.5726,88.3639,390.94,10,0,0,10.8,1,2,0.77,High,High,2026-04-20 10:16:26
1853,938690744645,998633083427,1385,375,RTGS,Debit,Net Banking,142396.23,275804.37,133408.14000000000,Failed,"Karpe, Lall and Batra",Food,19.076,72.8777,449.63,3,1,1,14.98,2,0,0.44,Medium,Medium,2026-04-01 03:45:36
1854,871265623693,690255296446,2152,1897,POS Purchase,Credit,USSD,111699.13,484053.57,595752.7,Success,Gulati LLC,Travel,18.5204,73.8567,163.82,5,0,0,46.19,3,0,0.42,Medium,Medium,2025-12-29 05:04:23
1855,248310470671,243145417300,1363,119,UPI,Debit,USSD,51019.67,381188.63,330168.96,Failed,Chatterjee-Mallick,Gaming,18.5204,73.8567,446.97,12,0,0,8.05,2,0,0.7,High,High,2025-12-29 12:24:40
1856,599158201423,649772929628,2858,358,RTGS,Credit,Mobile App,15187.1,172496.44,187683.54,Failed,Karan-Muni,Food,18.5204,73.8567,706.61,7,1,0,10.88,2,1,0.09,Low,Low,2026-03-18 07:45:33
1857,583458875798,886909982605,2722,349,NEFT,Debit,Mobile App,139021.4,129759.91,-9261.48999999999,Failed,Bose and Sons,Healthcare,19.076,72.8777,834.92,9,0,0,3.63,2,2,0.46,Medium,Medium,2025-05-25 09:43:57
1858,253844673559,242862730676,804,1770,POS Purchase,Credit,ATM,133000.16,226634.24,359634.4,Failed,Patel Inc,Shopping,19.076,72.8777,409.26,6,0,0,1.07,1,1,0.5,Medium,Medium,2025-11-02 06:51:10
1859,690656555676,366932117406,1689,1572,NEFT,Debit,Mobile App,107253.12,310506.58,203253.46000000000,Success,"Kurian, Barad and Mishra",Gaming,22.5726,88.3639,630.7,0,0,1,43.15,0,0,0.22,Low,Low,2025-06-16 00:25:30
1860,589661042313,625612670110,724,1511,IMPS,Credit,Net Banking,108972.43,111475.73,220448.16000000000,Failed,More-Singhal,Utilities,19.076,72.8777,68.11,21,1,0,21.41,0,2,0.69,Medium,Medium,2025-10-19 21:36:14
1861,607485330337,695017181781,692,431,UPI,Debit,Hardware Token,147679.57,354031.52,206351.95,Failed,Mittal LLC,Investment,12.9716,77.5946,591.64,8,0,0,22.36,2,0,0.19,Low,Low,2025-05-30 08:32:10
1862,168653688810,311511747001,2170,326,UPI,Debit,ATM,81913.89,261844.43,179930.54000000000,Failed,Mahal-Som,Shopping,13.0827,80.2707,578.15,7,1,0,47.16,3,0,0.11,Low,Low,2025-06-03 07:44:22
1863,808255979441,353074637083,278,1340,POS Purchase,Debit,Hardware Token,3571.17,140875.15,137303.98000000000,Success,Saxena-Kurian,Investment,28.7041,77.1025,487.05,7,1,0,26.03,2,2,0.22,Low,Low,2025-07-03 07:07:05
1864,432854431322,400438750694,1289,1968,IMPS,Credit,Mobile App,37713.9,54582.65,92296.55,Failed,Bansal-Bawa,Travel,12.9716,77.5946,694.55,3,1,1,30.42,1,1,0.97,High,High,2026-04-29 03:47:42
1865,787939381643,407291541496,2451,1686,ATM,Credit,USSD,4124.02,404271.81,408395.83,Success,Vyas Ltd,Utilities,22.5726,88.3639,24.11,11,1,0,36.46,2,2,0.56,Medium,Medium,2025-11-13 11:03:43
1866,540823768418,630022252512,2808,71,RTGS,Credit,Hardware Token,134791.58,453514.49,588306.07,Success,"Shetty, Ratti and Rajan",Shopping,28.7041,77.1025,503.41,10,1,0,18.77,3,0,0.29,Low,Low,2025-11-05 10:59:06
1867,413645659032,389883535017,2155,518,RTGS,Credit,ATM,33009.96,19699.25,52709.21,Success,Soman-Vora,Shopping,22.5726,88.3639,630.52,18,0,0,18.97,0,1,0.58,Medium,Medium,2025-11-04 18:22:21
1868,217741558665,120420656897,570,40,Bill Payment,Credit,ATM,36381.47,196955.26,233336.73,Failed,"Bumb, Nanda and Choudhury",Gaming,17.385,78.4867,694.07,16,1,0,48.97,2,2,0.04,Low,Low,2025-05-25 16:20:20
1869,740349832701,336394289947,397,994,IMPS,Debit,ATM,10336.25,427572.58,417236.33,Failed,Hans-Pandey,Shopping,18.5204,73.8567,714.39,16,1,0,16.3,2,0,0.98,High,High,2025-07-19 16:12:00
1870,546743959741,856959122999,112,1929,NEFT,Debit,Hardware Token,39901.29,33205.69,-6695.6000000000000,Success,Ratti-Garg,Investment,17.385,78.4867,444.9,9,0,0,46.32,0,1,0.51,Medium,Medium,2026-03-22 09:17:46
1871,942313198938,703671713236,1484,2,IMPS,Credit,ATM,135184.01,390344.44,525528.45,Failed,"Oak, Sheth and Varughese",Utilities,12.9716,77.5946,79.79,11,0,0,33.15,1,1,0.8,High,High,2025-07-23 11:51:26
1872,504604238464,471706584379,2372,47,POS Purchase,Debit,Hardware Token,11889.6,124276.09,112386.49000000000,Failed,Pall-Sangha,Gaming,18.5204,73.8567,821.07,16,1,0,24.18,2,1,0.18,Low,Low,2026-03-10 16:14:10
1873,479016258768,142427277322,1875,1833,IMPS,Debit,Net Banking,34505.5,291070.31,256564.81,Success,Pau Inc,Healthcare,12.9716,77.5946,778.91,12,1,0,16.28,2,2,0.52,Medium,Medium,2026-04-20 12:44:54
1874,598122976842,676934547552,2396,19,ATM,Debit,Net Banking,55770.44,324090.28,268319.84,Failed,"Nagar, Mani and Ramesh",Food,12.9716,77.5946,54.49,11,1,0,23.4,1,2,0.39,Low,Low,2025-10-11 11:44:40
1875,598787033892,200080642310,725,345,POS Purchase,Debit,ATM,58864.6,95709.46,36844.86000000000,Success,Nair Ltd,Investment,22.5726,88.3639,11.33,4,0,0,1.13,1,2,0.03,Low,Low,2025-07-29 04:27:52
1876,517212372214,728212486531,852,1199,UPI,Credit,Mobile App,122436.45,464734.22,587170.6700000000,Failed,Setty Inc,Investment,13.0827,80.2707,620.4,10,1,0,31.82,3,1,0.55,Medium,Medium,2025-07-03 10:26:28
1877,980956446117,962305567474,2434,1273,Bill Payment,Debit,Hardware Token,80492.2,497728.52,417236.32,Failed,"Handa, Pillay and Kunda",Food,22.5726,88.3639,519.3,2,0,1,2.95,0,2,0.14,Low,Low,2025-08-25 02:51:38
1878,252023070807,472564497098,2993,1158,RTGS,Debit,Mobile App,90404.22,42849.21,-47555.01,Failed,D’Alia-Chawla,Investment,18.5204,73.8567,438.8,6,0,0,41.99,0,1,0.88,High,High,2025-08-16 06:56:58
1879,325330286033,705360007136,746,448,ATM,Debit,ATM,20155.27,47288.63,27133.360000000000,Success,Bhandari Ltd,Travel,17.385,78.4867,830.81,1,0,1,20.89,3,0,0.48,Medium,Medium,2026-03-18 01:28:41
1880,459084197360,551134582914,2266,1549,IMPS,Debit,Net Banking,110804.34,412816.93,302012.59000000000,Success,"Shankar, Pradhan and Nadkarni",Utilities,19.076,72.8777,984.4,3,1,1,25.94,1,0,0.07,Low,Low,2025-11-09 03:06:45
1881,876951506680,178570360378,1764,1986,Bill Payment,Debit,USSD,144991.11,408501.39,263510.28,Success,"Brar, Sem and Bhargava",Food,19.076,72.8777,422.91,8,1,0,43.11,1,0,0.83,High,High,2025-08-27 08:09:20
1882,557568062841,130271231837,791,757,RTGS,Credit,ATM,6209.7,466898.62,473108.32,Failed,Sandal LLC,Investment,17.385,78.4867,915.04,22,0,0,22.4,2,0,0.77,High,High,2026-04-17 22:43:02
1883,966824268312,942967154468,2804,1389,IMPS,Debit,USSD,19356.34,384300.16,364943.82000000000,Success,"Sangha, Deol and Dayal",Shopping,17.385,78.4867,205.94,10,0,0,9.35,1,2,0.83,High,High,2025-12-03 10:51:37
1884,766758547933,230062350076,1087,303,Bill Payment,Debit,Mobile App,101830.52,295305.93,193475.41000000000,Success,Das PLC,Gaming,12.9716,77.5946,289.96,14,1,0,38.28,0,1,0.26,Low,Low,2025-06-05 14:49:33
1885,451678978029,365841522641,2644,694,NEFT,Debit,ATM,142554.43,152579.9,10025.470000000000,Success,Pillai-Kohli,Shopping,18.5204,73.8567,793.03,9,1,0,31.51,1,0,0.19,Low,Low,2026-03-28 09:47:53
1886,843846866237,278532426613,2910,253,ATM,Credit,USSD,139353.35,480630.93,619984.28,Failed,Goyal-Srivastava,Utilities,18.5204,73.8567,768.5,7,1,0,47.26,3,1,0.45,Medium,Medium,2025-06-11 07:25:12
1887,518358040131,989847753957,2531,2019,IMPS,Credit,USSD,147086.49,105937.06,253023.55,Success,"Chad, Mittal and Desai",Utilities,12.9716,77.5946,175.97,7,1,0,29.85,3,1,0.82,High,High,2025-06-03 07:49:46
1888,278293579330,277518189774,1962,1768,Bill Payment,Credit,Mobile App,147377.9,133039.6,280417.5,Failed,Das Group,Travel,19.076,72.8777,449.6,18,1,0,17.81,3,1,0.79,High,High,2026-04-06 18:44:42
1889,141232925383,952204513065,557,1897,NEFT,Debit,USSD,86314.44,274396.98,188082.54000000000,Failed,Seth and Sons,Gaming,18.5204,73.8567,273.09,13,1,0,12.58,2,1,0.21,Low,Low,2026-03-09 13:42:36
1890,689867489035,231636137788,1436,733,Bill Payment,Debit,ATM,40256.37,123019.03,82762.66,Success,Chauhan-Nath,Shopping,12.9716,77.5946,254.61,7,0,0,13.44,1,0,0.01,Low,Low,2026-03-27 07:16:02
1891,737272893923,380530168141,3301,1346,POS Purchase,Credit,Net Banking,37792.4,417698.72,455491.12,Failed,Kuruvilla-Bora,Healthcare,22.5726,88.3639,414.05,0,0,1,5.62,3,1,0.53,Medium,Medium,2025-09-20 00:26:41
1892,648827159916,908961550128,1871,992,UPI,Debit,Mobile App,127834.87,471869.71,344034.84,Success,"Dhaliwal, Kant and Issac",Utilities,28.7041,77.1025,916.16,21,1,0,8.76,2,2,0.79,High,High,2025-08-02 21:07:45
1893,385276283546,329598116358,2018,1142,ATM,Credit,Hardware Token,24056.35,351151.61,375207.96000000000,Failed,Ganesan-Nadkarni,Utilities,12.9716,77.5946,20.74,15,1,0,26.18,3,1,0.69,Medium,Medium,2026-01-12 15:03:53
1894,619934583533,141232925383,2860,1282,NEFT,Debit,Mobile App,57793.38,243958.24,186164.86,Failed,"Sawhney, Choudhry and Sarraf",Utilities,13.0827,80.2707,751.58,6,0,0,49.71,1,2,0.13,Low,Low,2026-02-01 06:07:00
1895,211263616518,683104159043,1301,1080,NEFT,Credit,Hardware Token,41829.37,443021.91,484851.28000000000,Success,Trivedi-Gandhi,Gaming,19.076,72.8777,919.56,2,1,1,42.69,2,0,0.37,Low,Low,2026-05-02 02:02:02
1896,953124992627,589584591352,651,1885,POS Purchase,Credit,Hardware Token,99388.12,135561.32,234949.44,Failed,Parikh-Tara,Healthcare,28.7041,77.1025,983.61,3,0,1,11.54,0,0,0.76,High,High,2025-11-12 03:12:33
1897,852556358481,830363980187,54,1466,RTGS,Credit,ATM,99960.56,115827.39,215787.95,Success,Mann Ltd,Food,19.076,72.8777,17.61,5,1,0,37.0,1,1,0.79,High,High,2025-07-07 05:46:31
1898,857279019753,804404457589,1725,407,NEFT,Credit,Net Banking,20587.53,326123.59,346711.12,Success,Pandya Group,Shopping,28.7041,77.1025,287.55,21,0,0,12.1,2,1,0.07,Low,Low,2026-03-31 21:29:48
1899,603839442717,555655900579,1204,2019,IMPS,Debit,ATM,88639.73,430716.85,342077.12,Failed,Biswas Inc,Shopping,22.5726,88.3639,745.28,13,0,0,7.46,3,2,0.84,High,High,2025-12-10 13:26:15
1900,519314798804,765179790675,105,1463,RTGS,Credit,USSD,54844.88,199562.68,254407.56,Success,Tailor-Ravel,Healthcare,18.5204,73.8567,828.98,15,1,0,47.24,0,2,0.13,Low,Low,2026-04-22 15:09:22
1901,612496362524,743961248853,2681,1981,IMPS,Credit,USSD,127094.34,409158.22,536252.5600000000,Failed,"Bansal, Biswas and Karnik",Healthcare,17.385,78.4867,705.39,14,0,0,32.48,0,0,0.39,Low,Low,2025-09-13 14:49:12
1902,161002281380,745323217762,1601,176,ATM,Debit,Net Banking,68492.62,423789.63,355297.01,Success,Nazareth and Sons,Investment,28.7041,77.1025,2.12,6,0,0,11.08,3,0,0.06,Low,Low,2025-09-19 06:07:59
1903,793025321451,676934547552,866,215,RTGS,Debit,Mobile App,94667.61,74061.03,-20606.58,Success,"Chhabra, Shankar and Narula",Shopping,17.385,78.4867,878.76,8,1,0,23.12,1,0,0.89,High,High,2026-03-25 08:50:45
1904,353227158590,149400542722,1911,613,Bill Payment,Debit,Net Banking,47480.2,66650.32,19170.12000000000,Failed,Kala PLC,Utilities,19.076,72.8777,124.36,13,1,0,33.08,2,1,0.26,Low,Low,2025-07-20 13:17:05
1905,700659966376,617270741973,1778,1992,POS Purchase,Debit,Net Banking,1287.02,137056.74,135769.72,Success,"Deep, Tailor and Chander",Investment,12.9716,77.5946,370.74,12,1,0,45.62,3,1,0.1,Low,Low,2026-02-05 12:19:24
1906,627809578911,306579151928,1623,338,POS Purchase,Debit,ATM,57982.27,54800.56,-3181.710000000000,Failed,Balasubramanian Ltd,Gaming,13.0827,80.2707,442.0,6,0,0,39.54,2,2,0.36,Low,Low,2025-09-11 06:30:59
1907,912467874874,690656555676,3112,1147,POS Purchase,Debit,Mobile App,90044.68,180504.18,90459.5,Success,"Palan, Sem and Borra",Investment,17.385,78.4867,229.0,4,0,0,32.99,3,1,0.35,Low,Low,2025-11-15 04:32:49
1908,769087729200,246531798027,1660,731,POS Purchase,Credit,ATM,72002.31,292212.54,364214.85,Failed,Kohli Group,Investment,13.0827,80.2707,285.75,2,0,1,15.69,2,1,0.52,Medium,Medium,2026-04-15 02:59:39
1909,886298530889,917243003724,800,407,UPI,Debit,Hardware Token,16513.69,321073.09,304559.4,Success,Dara PLC,Utilities,22.5726,88.3639,523.62,18,1,0,39.89,2,1,0.05,Low,Low,2025-09-25 18:55:39
1910,216628414307,266904526582,810,621,RTGS,Credit,Hardware Token,130384.59,436433.94,566818.53,Failed,Chadha-Chahal,Food,13.0827,80.2707,782.26,0,1,1,41.08,0,1,0.86,High,High,2026-03-09 00:14:55
1911,971676500235,526014666353,1818,1218,POS Purchase,Debit,Mobile App,75513.93,250292.18,174778.25,Success,"Rai, Mangat and Padmanabhan",Travel,28.7041,77.1025,129.59,8,1,0,13.39,0,2,0.7,High,High,2025-06-22 08:46:50
1912,747415975963,571561564542,2527,810,Bill Payment,Debit,Net Banking,85359.19,43927.14,-41432.05,Failed,Karpe Inc,Investment,12.9716,77.5946,240.43,21,1,0,43.4,1,1,0.12,Low,Low,2026-01-02 21:44:39
1913,522221096724,455156954306,1699,670,RTGS,Credit,Net Banking,130896.55,235818.22,366714.77,Success,Bajwa Inc,Shopping,22.5726,88.3639,424.86,19,0,0,25.39,0,2,0.23,Low,Low,2026-01-31 19:49:29
1914,273013937272,572980761830,3198,322,POS Purchase,Debit,USSD,55375.71,120997.91,65622.20000000000,Failed,Ganesh Ltd,Healthcare,22.5726,88.3639,775.19,9,1,0,12.79,1,0,0.89,High,High,2025-08-31 09:53:55
1915,188938544314,643385481616,2078,983,IMPS,Credit,USSD,17732.0,307500.79,325232.79,Failed,Dewan-Rao,Shopping,19.076,72.8777,512.45,4,1,0,45.64,1,1,0.59,Medium,Medium,2026-04-09 04:25:06
1916,420913563545,419870309254,667,113,Bill Payment,Debit,USSD,68971.64,376792.64,307821.0,Failed,Sane and Sons,Gaming,28.7041,77.1025,210.28,11,0,0,39.31,2,0,0.31,Low,Low,2025-10-05 11:52:25
1917,451191462262,181787948137,1693,92,IMPS,Debit,Net Banking,9773.57,277815.78,268042.21,Success,Talwar PLC,Shopping,12.9716,77.5946,538.81,3,0,1,2.93,3,2,0.03,Low,Low,2025-09-01 03:17:33
1918,565711593236,298278615808,253,692,ATM,Debit,Mobile App,102792.86,493121.61,390328.75,Failed,Shenoy-Hegde,Gaming,17.385,78.4867,265.03,18,1,0,31.85,0,1,0.45,Medium,Medium,2026-01-20 18:31:12
1919,971676500235,472010125869,2671,1003,Bill Payment,Debit,Hardware Token,125828.16,301659.05,175830.89000000000,Failed,"Khatri, Kant and Wadhwa",Utilities,22.5726,88.3639,407.72,23,1,0,46.03,2,1,0.78,High,High,2026-01-26 23:05:17
1920,211263616518,440663123407,2266,1384,RTGS,Credit,Net Banking,100439.11,136949.82,237388.93,Failed,Prabhakar-Vig,Travel,12.9716,77.5946,952.52,4,1,0,26.52,2,1,0.35,Low,Low,2026-04-14 04:25:57
1921,593645192925,830586846652,1005,634,NEFT,Debit,Mobile App,98386.09,57751.66,-40634.43000000000,Failed,"Kuruvilla, Garg and Halder",Shopping,28.7041,77.1025,532.76,10,1,0,1.31,1,1,0.1,Low,Low,2025-05-31 10:28:31
1922,492868309800,605953605226,2400,1363,POS Purchase,Debit,Hardware Token,67696.07,97175.62,29479.55000000000,Failed,"Din, Khosla and Prabhakar",Gaming,22.5726,88.3639,746.33,22,0,0,22.19,1,1,0.83,High,High,2026-01-24 22:39:10
1923,239375209479,638136357872,2589,700,IMPS,Debit,ATM,86742.7,283413.93,196671.23000000000,Success,Guha Inc,Investment,28.7041,77.1025,665.39,14,0,0,47.88,0,2,0.99,High,High,2025-05-29 14:34:42
1924,189304550046,803428297698,3290,34,UPI,Debit,Net Banking,83109.66,170909.75,87800.09,Success,"Deo, Prasad and Dar",Travel,17.385,78.4867,756.91,18,0,0,1.56,2,0,0.6,Medium,Medium,2025-10-01 18:59:05
1925,618999916877,663745835641,1720,558,Bill Payment,Credit,Net Banking,56645.76,187107.34,243753.1,Success,Kara LLC,Food,18.5204,73.8567,771.46,2,1,1,3.65,1,0,0.37,Low,Low,2025-07-05 02:36:07
1926,283807184450,787939381643,2588,956,ATM,Debit,ATM,85853.69,474313.25,388459.56,Success,"Kunda, Kulkarni and Varughese",Shopping,17.385,78.4867,710.14,3,1,1,33.18,3,1,0.69,Medium,Medium,2026-04-02 03:55:03
1927,172818181820,704605457860,265,1900,NEFT,Credit,Hardware Token,32217.3,141723.04,173940.34,Failed,"Master, Sarin and Manda",Investment,17.385,78.4867,474.44,22,1,0,24.37,3,0,0.91,High,High,2026-03-04 22:40:54
1928,390924700075,584046407133,804,748,Bill Payment,Debit,USSD,63716.35,6788.12,-56928.230000000000,Failed,"Mody, Nanda and Kota",Food,28.7041,77.1025,716.4,2,1,1,4.33,0,1,0.22,Low,Low,2026-02-23 02:59:48
1929,391727159650,700659966376,1834,1540,ATM,Credit,Net Banking,116341.33,493846.29,610187.62,Success,"Goyal, Amble and Sha",Investment,18.5204,73.8567,948.37,7,0,0,14.73,2,1,0.17,Low,Low,2025-11-25 07:20:48
1930,311511747001,825360040363,3233,1794,NEFT,Credit,ATM,128566.69,297992.0,426558.69,Success,"Khurana, Acharya and Mand",Healthcare,28.7041,77.1025,134.77,20,0,0,26.56,1,0,0.43,Medium,Medium,2025-07-30 20:50:13
1931,556540442630,331792801075,1952,231,UPI,Credit,Hardware Token,19105.4,113499.67,132605.07,Failed,Bhardwaj-Dhingra,Travel,17.385,78.4867,459.01,15,1,0,31.8,1,1,0.03,Low,Low,2026-01-24 15:02:25
1932,894214746535,833146853503,994,1848,UPI,Credit,Mobile App,30023.9,271664.01,301687.91000000000,Success,Sem and Sons,Food,12.9716,77.5946,488.16,1,1,1,13.84,1,0,0.13,Low,Low,2025-07-25 01:12:47
1933,381911208271,958126727318,2323,348,ATM,Debit,ATM,86071.85,361605.78,275533.93000000000,Failed,Mahajan-Chand,Investment,13.0827,80.2707,767.14,23,1,0,5.7,0,2,0.65,Medium,Medium,2025-10-24 23:33:52
1934,895236200260,471706584379,3247,1366,Bill Payment,Debit,USSD,4153.41,191093.67,186940.26,Success,Tank-Sharaf,Investment,19.076,72.8777,293.07,16,0,0,6.23,1,2,0.61,Medium,Medium,2026-01-26 16:34:11
1935,938690744645,952487384250,2748,3,UPI,Debit,USSD,22841.73,206075.55,183233.82000000000,Failed,"Gala, Handa and Chana",Travel,13.0827,80.2707,7.71,3,1,1,21.23,3,1,0.98,High,High,2026-04-11 03:25:33
1936,398467442412,516441209808,71,1539,UPI,Credit,Mobile App,139021.3,226228.46,365249.76,Success,Sankaran-Mody,Healthcare,13.0827,80.2707,186.56,4,1,0,49.17,0,2,1.0,High,High,2025-11-03 04:50:02
1937,281464191009,469873266609,1749,585,NEFT,Credit,Hardware Token,132236.59,247100.11,379336.70000000000,Failed,"Sem, Comar and Doctor",Investment,17.385,78.4867,265.06,3,1,1,23.78,3,0,0.83,High,High,2025-11-30 03:01:56
1938,157839746231,578873943005,1537,583,ATM,Debit,ATM,63512.13,312633.59,249121.46000000000,Success,Srinivas-Narain,Shopping,13.0827,80.2707,261.59,20,0,0,3.4,1,0,0.98,High,High,2025-08-02 20:50:54
1939,973357187657,688261446266,2060,628,Bill Payment,Debit,Net Banking,104021.6,69508.92,-34512.68000000000,Failed,Chaudhari LLC,Utilities,18.5204,73.8567,103.51,12,0,0,34.08,3,1,0.44,Medium,Medium,2026-04-14 12:52:12
1940,897591585557,845160677527,629,1272,UPI,Credit,Net Banking,121269.81,137898.18,259167.99,Success,Sani-Mani,Investment,22.5726,88.3639,868.22,12,0,0,42.58,1,0,0.53,Medium,Medium,2025-08-07 12:04:23
1941,886309099029,408135669972,3433,890,NEFT,Credit,Net Banking,147190.4,283515.16,430705.56000000000,Failed,Chaudhuri-Yohannan,Shopping,19.076,72.8777,600.43,23,1,0,15.26,0,0,0.49,Medium,Medium,2026-03-28 23:23:18
1942,770843268198,852826769633,1222,1278,POS Purchase,Credit,ATM,10717.22,243431.69,254148.91,Success,Goswami-Kapadia,Utilities,17.385,78.4867,589.29,19,0,0,47.21,2,2,0.82,High,High,2026-03-26 19:23:24
1943,599714986161,870685462294,2332,151,RTGS,Credit,Net Banking,112894.82,366958.9,479853.72000000000,Failed,Sabharwal-Ravi,Utilities,17.385,78.4867,126.75,5,1,0,43.41,2,1,0.07,Low,Low,2025-06-20 05:21:09
1944,657110538012,410004174771,819,1044,NEFT,Credit,Net Banking,35217.76,50681.85,85899.61,Success,Pradhan Group,Healthcare,12.9716,77.5946,251.11,4,1,0,23.76,2,1,0.56,Medium,Medium,2025-07-08 04:01:49
1945,240543205244,172818181820,2842,1835,UPI,Debit,USSD,78075.73,436896.8,358821.07,Failed,Sarkar Inc,Gaming,13.0827,80.2707,52.78,20,0,0,12.57,1,2,0.32,Low,Low,2025-10-18 20:43:48
1946,599158201423,628238770037,1715,960,RTGS,Credit,Net Banking,130639.87,141904.62,272544.49,Success,Dayal-Chakraborty,Healthcare,12.9716,77.5946,688.17,12,0,0,39.77,2,2,0.08,Low,Low,2025-09-13 12:37:57
1947,232542623191,388863762820,1614,785,NEFT,Credit,Net Banking,114922.05,492206.12,607128.17,Success,Mistry-Goel,Investment,18.5204,73.8567,157.82,1,0,1,13.29,1,1,0.72,High,High,2026-02-15 01:24:40
1948,533594132401,682828480893,2356,1322,POS Purchase,Debit,Hardware Token,23812.1,293122.36,269310.26,Failed,Sandal Group,Food,19.076,72.8777,732.57,9,0,0,12.06,2,1,0.52,Medium,Medium,2026-03-26 09:26:15
1949,787939381643,189304550046,217,419,Bill Payment,Debit,Hardware Token,136282.44,287367.64,151085.2,Success,Bassi-Bhatt,Healthcare,17.385,78.4867,779.1,16,1,0,43.19,2,2,0.53,Medium,Medium,2025-12-03 16:46:17
1950,148210012757,422396158487,1883,1368,ATM,Debit,USSD,35533.76,424270.47,388736.71000000000,Success,Date PLC,Utilities,28.7041,77.1025,785.08,12,1,0,29.66,1,1,0.78,High,High,2025-09-21 12:50:25
1951,558360523961,413645659032,2913,1676,Bill Payment,Debit,Mobile App,79348.6,111818.92,32470.320000000000,Success,"Babu, Varkey and Thaker",Gaming,19.076,72.8777,583.06,21,0,0,42.15,0,0,0.81,High,High,2025-12-04 21:59:38
1952,964981379146,676934547552,982,1878,UPI,Debit,Net Banking,2601.47,334799.15,332197.68000000000,Failed,Sama and Sons,Investment,13.0827,80.2707,171.63,12,1,0,26.18,3,0,0.27,Low,Low,2025-12-30 12:04:12
